UMi  0.0000 24.0000  88.0000
UMi  8.0000 14.5000  86.5000
UMi 21.0000 23.0000  86.1667
UMi 18.0000 21.0000  86.0000
Cep  0.0000  8.0000  85.0000
Cam  9.1667 10.6667  82.0000
Cam 10.6667 14.5000  80.0000
Cep  0.0000  5.0000  80.0000
Dra 20.1667 21.0000  80.0000
UMi 17.5000 18.0000  80.0000
Cam 11.5000 13.5833  77.0000
Cep  0.0000  3.5083  77.0000
Cep 20.1667 20.6667  75.0000
UMi 16.5333 17.5000  75.0000
Cam  7.9667  9.1667  73.5000
Dra  9.1667 11.3333  73.5000
UMi 13.0000 16.5333  70.0000
Cas  3.1000  3.4167  68.0000
Dra 20.4167 20.6667  67.0000
Dra 11.3333 12.0000  66.5000
Cep  0.0000  0.3333  66.0000
Cep 23.5833 24.0000  66.0000
UMi 14.0000 15.6667  66.0000
Dra 12.0000 13.5000  64.0000
Cep 23.1667 23.5833  63.0000
Dra 13.5000 14.4167  63.0000
Cam  6.1000  7.0000  62.0000
Dra 20.0000 20.4167  61.5000
Cep 20.5367 20.6000  60.9167
Cam  7.0000  7.9667  60.0000
UMa  7.9667  8.4167  60.0000
Cep 20.0000 20.5367  59.5000
Dra 19.7667 20.0000  59.5000
Cep 22.8667 23.1667  59.0833
Cas  0.0000  2.4333  58.5000
Dra 19.4167 19.7667  58.0000
Cas  1.7000  1.9083  57.5000
Cam  3.1000  3.1667  57.0000
Cas  2.4333  3.1000  57.0000
Cep 22.3167 22.8667  56.2500
Cam  5.0000  6.1000  56.0000
Dra 14.4167 19.4167  55.5000
UMa 14.0333 14.4167  55.5000
Cam  3.1667  3.3333  55.0000
Cep 22.1333 22.3167  55.0000
Cep 20.6000 21.9667  54.8333
Cas  0.0000  1.7000  54.0000
Lyn  6.1000  6.5000  54.0000
Dra 15.2500 15.7500  53.0000
UMa 12.0833 13.5000  53.0000
Cep 21.9667 22.1333  52.7500
Cam  3.3333  5.0000  52.5000
Cas 22.8667 23.3333  52.5000
Dra 15.7500 17.0000  51.5000
Dra 17.0000 18.2333  50.5000
Per  2.0417  2.5167  50.5000
Cas  0.0000  1.3667  50.0000
Cas 23.3333 24.0000  50.0000
Lyn  6.5000  6.8000  50.0000
Per  1.3667  1.6667  50.0000
UMa 13.5000 14.0333  48.5000
Cas  0.0000  1.1167  48.0000
Cas 23.5833 24.0000  48.0000
Cyg 19.0833 19.1667  47.5000
Dra 18.2333 19.0833  47.5000
Her 18.1750 18.2333  47.5000
Per  1.6667  2.0417  47.0000
UMa  8.4167  9.1667  47.0000
Cas  0.1667  0.8667  46.0000
UMa 12.0000 12.0833  45.0000
Lyn  6.8000  7.3667  44.5000
Cyg 21.9083 21.9667  44.0000
Cyg 21.8750 21.9083  43.7500
Cyg 19.1667 19.4000  43.5000
UMa  9.1667 10.1667  42.0000
Boo 15.4333 15.7500  40.0000
Her 15.7500 16.3333  40.0000
UMa 10.1667 10.7833  40.0000
Lyn  9.2500  9.5833  39.7500
And  0.0000  2.5167  36.7500
Per  2.5167  2.5667  36.7500
Lyr 19.3583 19.4000  36.5000
Cyg 21.7333 21.8750  36.0000
Lac 21.8750 22.0000  36.0000
Per  4.5000  4.6917  36.0000
Aur  6.5333  7.3667  35.5000
Lyn  7.3667  7.7500  35.5000
And  0.0000  2.0000  35.0000
Lac 22.0000 22.8167  35.0000
And 22.8667 23.5000  34.5000
Lac 22.8167 22.8667  34.5000
CVn 12.0000 12.3333  34.0000
Per  2.5667  2.7167  34.0000
UMa 10.7833 11.0000  34.0000
LMi  9.2500  9.8833  33.5000
Lyn  7.7500  9.2500  33.5000
And  0.7167  1.4083  33.0000
Boo 15.1833 15.4333  33.0000
And 23.5000 23.7500  32.0833
CVn 12.3333 13.2500  32.0000
And 23.7500 24.0000  31.3333
CVn 13.9583 14.0333  30.7500
Per  2.7167  4.5000  30.6667
Tri  2.4167  2.7167  30.6667
Aur  4.5000  4.7500  30.0000
Lyr 18.1750 19.3583  30.0000
Cyg 19.6667 20.9167  29.0000
UMa 11.0000 12.0000  29.0000
Aur  4.7500  5.8833  28.5000
CVn 13.2500 13.9583  28.5000
LMi  9.8833 10.5000  28.5000
And  0.0000  0.0667  28.0000
Aur  5.8833  6.5333  28.0000
Cyg 20.9167 21.7333  28.0000
Gem  7.8833  8.0000  28.0000
Tri  1.4083  1.6667  28.0000
Cyg 19.2583 19.6667  27.5000
Tri  1.9167  2.4167  27.2500
CrB 16.1667 16.3333  27.0000
Boo 15.0833 15.1833  26.0000
CrB 15.1833 16.1667  26.0000
Lyr 18.3667 18.8667  26.0000
LMi 10.7500 11.0000  25.5000
Lyr 18.8667 19.2583  25.5000
Tri  1.6667  1.9167  25.0000
Psc  0.7167  0.8500  23.7500
LMi 10.5000 10.7500  23.5000
Vul 21.2500 21.4167  23.5000
Tau  5.7000  5.8833  22.8333
And  0.0667  0.1417  22.0000
Ser 15.9167 16.0333  22.0000
Gem  5.8833  6.2167  21.5000
Vul 19.8333 20.2500  21.2500
Vul 18.8667 19.2500  21.0833
And  0.1417  0.8500  21.0000
Vul 20.2500 20.5667  20.5000
Gem  7.8083  7.8833  20.0000
Vul 20.5667 21.2500  19.5000
Vul 19.2500 19.8333  19.1667
Ari  3.2833  3.3667  19.0000
Sge 18.8667 19.0000  18.5000
